ID	Species	R or P	Reaction Name	Mass
30_1	C(CO)#N	1	Strecker Synthesis Part 1	57.021463721
32_0	O	-1	Nitrile Hydrolysis	18.010564684
32_0	C#N	-1	Nitrile Hydrolysis	27.010899037
32_0	C(N)=O	1	Nitrile Hydrolysis	45.021463721
34_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
34_0	C=CN	-1	Alkyne Addition, N, HC	43.042199165
34_0	C=CNC=C	1	Alkyne Addition, N, HC	69.057849229
36_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
36_0	C(N)=N	-1	Alkyne Addition, N, HC	44.037448138
36_0	C(NC=C)=N	1	Alkyne Addition, N, HC	70.053098202
38_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
38_0	CC(C)N	-1	Alkyne Addition, N, HC	59.073499293
38_0	C=CNC(C)C	1	Alkyne Addition, N, HC	85.089149357
40_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
40_0	CCCN	-1	Alkyne Addition, N, HC	59.073499293
40_0	C=CNCCC	1	Alkyne Addition, N, HC	85.089149357
42_0	C=O	-1	Knoevenagel H	30.010564684
42_0	C(CO)#N	-1	Knoevenagel H	57.021463721
42_0	C(C(CO)O)#N	1	Knoevenagel H	87.032028405
43_0	C=CN	-1	Alkyne Addition, N, HH, inverse	43.042199165
43_0	N	1	Alkyne Addition, N, HH, inverse	17.026549101
43_0	C#C	1	Alkyne Addition, N, HH, inverse	26.015650064
44_0	C(C=C)#N	-1	Alkyne Addition, C, inverse	53.026549101
44_0	C#N	1	Alkyne Addition, C, inverse	27.010899037
44_0	C#C	1	Alkyne Addition, C, inverse	26.015650064
46_0	C=CN	-1	Nitrile Amination	43.042199165
46_0	C(C=C)#N	-1	Nitrile Amination	53.026549101
46_0	C=CNC(C=C)=N	1	Nitrile Amination	96.068748266
48_0	C=CN	-1	Nitrile Amination	43.042199165
48_0	C(C=N)#N	-1	Nitrile Amination	54.021798074
48_0	C=CNC(C=N)=N	1	Nitrile Amination	97.063997239
49_0	C#N	-1	Nitrile Amination	27.010899037
49_0	C=CN	-1	Nitrile Amination	43.042199165
49_0	C(NC=C)=N	1	Nitrile Amination	70.053098202
51_0	C(C=C)#N	-1	Nitrile Amination	53.026549101
51_0	C(N)=N	-1	Nitrile Amination	44.037448138
51_0	C(NC(C=C)=N)=N	1	Nitrile Amination	97.063997239
53_0	C(C=C)#N	-1	Nitrile Amination	53.026549101
53_0	C(N)=O	-1	Nitrile Amination	45.021463721
53_0	C(NC(C=C)=N)=O	1	Nitrile Amination	98.048012822
55_0	N	-1	Nitrile Amination	17.026549101
55_0	C(C=C)#N	-1	Nitrile Amination	53.026549101
55_0	C=CC(N)=N	1	Nitrile Amination	70.053098202
57_0	C(N)=N	-1	Nitrile Amination	44.037448138
57_0	C(C=N)#N	-1	Nitrile Amination	54.021798074
57_0	C(NC(C=N)=N)=N	1	Nitrile Amination	98.059246212
59_0	C#N	-1	Nitrile Amination	27.010899037
59_0	C(N)=N	-1	Nitrile Amination	44.037448138
59_0	C(NC=N)=N	1	Nitrile Amination	71.048347175
61_0	C(C=N)#N	-1	Nitrile Amination	54.021798074
61_0	C(N)=O	-1	Nitrile Amination	45.021463721
61_0	C(NC(C=N)=N)=O	1	Nitrile Amination	99.043261795
63_0	N	-1	Nitrile Amination	17.026549101
63_0	C(C=N)#N	-1	Nitrile Amination	54.021798074
63_0	C(C(N)=N)=N	1	Nitrile Amination	71.048347175
65_0	N	-1	Nitrile Amination	17.026549101
65_0	C(C(C)C)#N	-1	Nitrile Amination	69.057849229
65_0	C(C(C)C)(N)=N	1	Nitrile Amination	86.08439833
67_0	N	-1	Nitrile Amination	17.026549101
67_0	C(CCC)#N	-1	Nitrile Amination	69.057849229
67_0	C(CCC)(N)=N	1	Nitrile Amination	86.08439833
69_0	C#N	-1	Nitrile Amination	27.010899037
69_0	CC(C)N	-1	Nitrile Amination	59.073499293
69_0	C(NC(C)C)=N	1	Nitrile Amination	86.08439833
71_0	C#N	-1	Nitrile Amination	27.010899037
71_0	CCCN	-1	Nitrile Amination	59.073499293
71_0	C(NCCC)=N	1	Nitrile Amination	86.08439833
73_0	N	-1	Nitrile Amination	17.026549101
73_0	C(CO)#N	-1	Nitrile Amination	57.021463721
73_0	C(CO)(N)=N	1	Nitrile Amination	74.048012822
75_0	C#N	-1	Nitrile Amination	27.010899037
75_0	C(N)=O	-1	Nitrile Amination	45.021463721
75_0	C(NC=N)=O	1	Nitrile Amination	72.032362758
77_0	C#N	-1	CN addition to iminonitriles	27.010899037
77_0	C(C=N)#N	-1	CN addition to iminonitriles	54.021798074
77_0	C(C(C#N)N)#N	1	CN addition to iminonitriles	81.032697111
78_0	O	-1	Amide Hydrolysis	18.010564684
78_0	C(N)=O	-1	Amide Hydrolysis	45.021463721
78_0	N	1	Amide Hydrolysis	17.026549101
78_0	C(O)=O	1	Amide Hydrolysis	46.005479304
80_0	C#N	-1	Alkene Addition, CN	27.010899037
80_0	C=CN	-1	Alkene Addition, CN	43.042199165
80_0	C(C(C)N)#N	1	Alkene Addition, CN	70.053098202
82_0	C#N	-1	Alkene Addition, CN	27.010899037
82_0	C=CN	-1	Alkene Addition, CN	43.042199165
82_0	C(CCN)#N	1	Alkene Addition, CN	70.053098202
84_0	C#N	-1	Alkene Addition, CN	27.010899037
84_0	C(C=C)#N	-1	Alkene Addition, CN	53.026549101
84_0	C(C(C#N)C)#N	1	Alkene Addition, CN	80.037448138
86_0	C#N	-1	Alkene Addition, CN	27.010899037
86_0	C(C=C)#N	-1	Alkene Addition, CN	53.026549101
86_0	C(CCC#N)#N	1	Alkene Addition, CN	80.037448138
87_0	CC(C)O	-1	Elimination2	60.057514876
87_0	O	1	Elimination2	18.010564684
87_0	C=CC	1	Elimination2	42.046950192
88_0	CCCO	-1	Elimination2	60.057514876
88_0	O	1	Elimination2	18.010564684
88_0	C=CC	1	Elimination2	42.046950192
90_0	O	-1	Deydration of Amines (inverse)	18.010564684
90_0	C=CN	-1	Deydration of Amines (inverse)	43.042199165
90_0	C(CN)O	1	Deydration of Amines (inverse)	61.052763849
90_1	O	-1	Hydration of C=C(O)	18.010564684
90_1	C=CN	-1	Hydration of C=C(O)	43.042199165
90_1	C(CN)O	1	Hydration of C=C(O)	61.052763849
92_0	O	-1	Hydration of C=C(O)	18.010564684
92_0	C(C=C)#N	-1	Hydration of C=C(O)	53.026549101
92_0	C(C(C)O)#N	1	Hydration of C=C(O)	71.037113785
94_0	O	-1	Hydration of C=C(O)	18.010564684
94_0	C(C=C)#N	-1	Hydration of C=C(O)	53.026549101
94_0	C(CCO)#N	1	Hydration of C=C(O)	71.037113785
96_0	O	-1	Enamine Hydration and Elimination	18.010564684
96_0	C=CN	-1	Enamine Hydration and Elimination	43.042199165
96_0	N	1	Enamine Hydration and Elimination	17.026549101
96_0	C(C)=O	1	Enamine Hydration and Elimination	44.026214748
98_0	C=CN	-1	Deamination of Vicinal Diamine, (inverse)	43.042199165
98_0	C=CN	-1	Deamination of Vicinal Diamine, (inverse)	43.042199165
98_0	C(NCCN)=C	1	Deamination of Vicinal Diamine, (inverse)	86.08439833
100_0	N	-1	Deamination of Vicinal Diamine, (inverse)	17.026549101
100_0	C=CN	-1	Deamination of Vicinal Diamine, (inverse)	43.042199165
100_0	C(CN)N	1	Deamination of Vicinal Diamine, (inverse)	60.068748266
101_0	CC(C)N	-1	Deamination 3	59.073499293
101_0	N	1	Deamination 3	17.026549101
101_0	C=CC	1	Deamination 3	42.046950192
102_0	CCCN	-1	Deamination 3	59.073499293
102_0	N	1	Deamination 3	17.026549101
102_0	C=CC	1	Deamination 3	42.046950192
104_0	C=CN	-1	Deamination 3 (inverse)	43.042199165
104_0	C(C=C)#N	-1	Deamination 3 (inverse)	53.026549101
104_0	C(C(C)NC=C)#N	1	Deamination 3 (inverse)	96.068748266
106_0	C=CN	-1	Deamination 3 (inverse)	43.042199165
106_0	C(C=C)#N	-1	Deamination 3 (inverse)	53.026549101
106_0	C(CCNC=C)#N	1	Deamination 3 (inverse)	96.068748266
106_1	C=CN	-1	Michael Addition 2,0, 	43.042199165
106_1	C(C=C)#N	-1	Michael Addition 2,0, 	53.026549101
106_1	C(CCNC=C)#N	1	Michael Addition 2,0, 	96.068748266
107_0	C=CC	-1	Deamination 3 (inverse)	42.046950192
107_0	C=CN	-1	Deamination 3 (inverse)	43.042199165
107_0	C=CNC(C)C	1	Deamination 3 (inverse)	85.089149357
108_0	C=CC	-1	Deamination 3 (inverse)	42.046950192
108_0	C=CN	-1	Deamination 3 (inverse)	43.042199165
108_0	C=CNCCC	1	Deamination 3 (inverse)	85.089149357
109_0	N	-1	Deamination 3 (inverse)	17.026549101
109_0	C(C=C)#N	-1	Deamination 3 (inverse)	53.026549101
109_0	C(C(C)N)#N	1	Deamination 3 (inverse)	70.053098202
110_0	N	-1	Deamination 3 (inverse)	17.026549101
110_0	C(C=C)#N	-1	Deamination 3 (inverse)	53.026549101
110_0	C(CCN)#N	1	Deamination 3 (inverse)	70.053098202
110_1	N	-1	Michael Addition 2,0, 	17.026549101
110_1	C(C=C)#N	-1	Michael Addition 2,0, 	53.026549101
110_1	C(CCN)#N	1	Michael Addition 2,0, 	70.053098202
111_0	O	-1	Imine to Carbonyl	18.010564684
111_0	C(N)=N	-1	Imine to Carbonyl	44.037448138
111_0	N	1	Imine to Carbonyl	17.026549101
111_0	C(N)=O	1	Imine to Carbonyl	45.021463721
111_1	O	-1	Amidine to Amide Hydrolysis	18.010564684
111_1	C(N)=N	-1	Amidine to Amide Hydrolysis	44.037448138
111_1	N	1	Amidine to Amide Hydrolysis	17.026549101
111_1	C(N)=O	1	Amidine to Amide Hydrolysis	45.021463721
113_0	O	-1	Imine to Carbonyl	18.010564684
113_0	C(C=N)#N	-1	Imine to Carbonyl	54.021798074
113_0	N	1	Imine to Carbonyl	17.026549101
113_0	C(C=O)#N	1	Imine to Carbonyl	55.005813657000004
115_0	O	-1	Nitrile Hydrolysis	18.010564684
115_0	C(C=C)#N	-1	Nitrile Hydrolysis	53.026549101
115_0	C=CC(N)=O	1	Nitrile Hydrolysis	71.037113785
117_0	O	-1	Nitrile Hydrolysis	18.010564684
117_0	C(C=N)#N	-1	Nitrile Hydrolysis	54.021798074
117_0	C(C=N)(N)=O	1	Nitrile Hydrolysis	72.03236275799999
119_0	O	-1	Nitrile Hydrolysis	18.010564684
119_0	C(C(C)C)#N	-1	Nitrile Hydrolysis	69.057849229
119_0	C(C(C)C)(N)=O	1	Nitrile Hydrolysis	87.068413913
121_0	O	-1	Nitrile Hydrolysis	18.010564684
121_0	C(CCC)#N	-1	Nitrile Hydrolysis	69.057849229
121_0	C(CCC)(N)=O	1	Nitrile Hydrolysis	87.068413913
123_0	O	-1	Nitrile Hydrolysis	18.010564684
123_0	C(CO)#N	-1	Nitrile Hydrolysis	57.021463721
123_0	C(CO)(N)=O	1	Nitrile Hydrolysis	75.03202840499999
125_0	C(C=C)#N	-1	Michael Addition 2,0, 	53.026549101
125_0	C(N)=N	-1	Michael Addition 2,0, 	44.037448138
125_0	C(CCNC=N)#N	1	Michael Addition 2,0, 	97.063997239
127_0	CO	-1	Michael Addition 2,2, 	32.026214748
127_0	C(C=C)#N	-1	Michael Addition 2,2, 	53.026549101
127_0	C(CCCO)#N	1	Michael Addition 2,2, 	85.052763849
129_0	C=CC	-1	Michael Addition 2,2, 	42.046950192
129_0	C(C=C)#N	-1	Michael Addition 2,2, 	53.026549101
129_0	C(CCCC=C)#N	1	Michael Addition 2,2, 	95.073499293
131_0	C(CCC)#N	-1	Michael Addition 2,2, (reverse)	69.057849229
131_0	C(C=C)#N	1	Michael Addition 2,2, (reverse)	53.026549101
131_0	C	1	Michael Addition 2,2, (reverse)	16.031300127999998
133_0	C(C)=O	-1	Aldol Condensation	44.026214748
133_0	C(C)=O	-1	Aldol Condensation	44.026214748
133_0	C(CC(C)O)=O	1	Aldol Condensation	88.052429496
135_0	C(C)=O	-1	Aldol Condensation	44.026214748
135_0	C(C=O)#N	-1	Aldol Condensation	55.005813657000004
135_0	C(C(CC=O)O)#N	1	Aldol Condensation	99.032028405
137_0	C=O	-1	Aldol Condensation	30.010564684
137_0	C(C)=O	-1	Aldol Condensation	44.026214748
137_0	C(CCO)=O	1	Aldol Condensation	74.036779432
139_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
139_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
139_0	C(C)=O	-1	Cannizarro 2, HCHO (oxidation)	44.026214748
139_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
139_0	CCO	1	Cannizarro 2, HCHO (oxidation)	46.041864812
140_0	C=O	-1	Cannizarro 2, HCHO (oxidation)	30.010564684
140_0	O	-1	Cannizarro 2, HCHO (oxidation)	18.010564684
140_0	C(C=O)#N	-1	Cannizarro 2, HCHO (oxidation)	55.005813657000004
140_0	C(O)=O	1	Cannizarro 2, HCHO (oxidation)	46.005479304
140_0	C(CO)#N	1	Cannizarro 2, HCHO (oxidation)	57.021463721
142_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
142_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
142_0	C(C)=O	-1	Cannizarro 2, HCHO (reduction)	44.026214748
142_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
142_0	C(C)(O)=O	1	Cannizarro 2, HCHO (reduction)	60.021129368
144_0	C=O	-1	Cannizarro 2, HCHO (reduction)	30.010564684
144_0	O	-1	Cannizarro 2, HCHO (reduction)	18.010564684
144_0	C(C=O)#N	-1	Cannizarro 2, HCHO (reduction)	55.005813657000004
144_0	CO	1	Cannizarro 2, HCHO (reduction)	32.026214748
144_0	C(C(O)=O)#N	1	Cannizarro 2, HCHO (reduction)	71.000728277
145_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
145_0	C=CC(N)=N	-1	Alkyne Addition, N, HC	70.053098202
145_0	C=CNC(C=C)=N	1	Alkyne Addition, N, HC	96.068748266
146_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
146_0	C(C(N)=N)=N	-1	Alkyne Addition, N, HC	71.048347175
146_0	C=CNC(C=N)=N	1	Alkyne Addition, N, HC	97.063997239
147_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
147_0	C(C(C)N)#N	-1	Alkyne Addition, N, HC	70.053098202
147_0	C(C(C)NC=C)#N	1	Alkyne Addition, N, HC	96.068748266
148_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
148_0	C(CCN)#N	-1	Alkyne Addition, N, HC	70.053098202
148_0	C(CCNC=C)#N	1	Alkyne Addition, N, HC	96.068748266
150_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
150_0	C(CN)O	-1	Alkyne Addition, N, HC	61.052763849
150_0	C=CNCCO	1	Alkyne Addition, N, HC	87.068413913
151_0	C#C	-1	Alkyne Addition, N, HC	26.015650064
151_0	C(CN)N	-1	Alkyne Addition, N, HC	60.068748266
151_0	C(NCCN)=C	1	Alkyne Addition, N, HC	86.08439833
153_0	C#C	-1	Alkyne Addition, N, CC	26.015650064
153_0	C=CNC=C	-1	Alkyne Addition, N, CC	69.057849229
153_0	C(N(C=C)C=C)=C	1	Alkyne Addition, N, CC	95.073499293
155_0	C#C	-1	Alkyne Addition, N, CC	26.015650064
155_0	C(NC=C)=N	-1	Alkyne Addition, N, CC	70.053098202
155_0	C(N(C=C)C=C)=N	1	Alkyne Addition, N, CC	96.068748266
157_0	C#C	-1	Alkyne Addition, N, CC	26.015650064
157_0	C(NC=N)=N	-1	Alkyne Addition, N, CC	71.048347175
157_0	C(N(C=N)C=C)=N	1	Alkyne Addition, N, CC	97.063997239
158_0	C(C(CO)O)#N	-1	Knoevenagel H (inv)	87.032028405
158_0	C=O	1	Knoevenagel H (inv)	30.010564684
158_0	C(CO)#N	1	Knoevenagel H (inv)	57.021463721
159_0	C#N	-1	Nitrile Amination	27.010899037
159_0	C=CNC=C	-1	Nitrile Amination	69.057849229
159_0	C(N(C=C)C=C)=N	1	Nitrile Amination	96.068748266
160_0	C#N	-1	Nitrile Amination	27.010899037
160_0	C(NC=C)=N	-1	Nitrile Amination	70.053098202
160_0	C(N(C=N)C=C)=N	1	Nitrile Amination	97.063997239
161_0	C#N	-1	Nitrile Amination	27.010899037
161_0	C=CC(N)=N	-1	Nitrile Amination	70.053098202
161_0	C(NC(C=C)=N)=N	1	Nitrile Amination	97.063997239
163_0	C#N	-1	Nitrile Amination	27.010899037
163_0	C(NC=N)=N	-1	Nitrile Amination	71.048347175
163_0	C(N(C=N)C=N)=N	1	Nitrile Amination	98.059246212
164_0	C#N	-1	Nitrile Amination	27.010899037
164_0	C(C(N)=N)=N	-1	Nitrile Amination	71.048347175
164_0	C(NC(C=N)=N)=N	1	Nitrile Amination	98.059246212
166_0	C#N	-1	Nitrile Amination	27.010899037
166_0	C(NC=N)=O	-1	Nitrile Amination	72.032362758
166_0	C(N(C=N)C=N)=O	1	Nitrile Amination	99.043261795
168_0	N	-1	Nitrile Amination	17.026549101
168_0	C(C(C#N)N)#N	-1	Nitrile Amination	81.032697111
168_0	C(C(C(N)=N)N)#N	1	Nitrile Amination	98.059246212
170_0	C#N	-1	Nitrile Amination	27.010899037
170_0	C(C(C)N)#N	-1	Nitrile Amination	70.053098202
170_0	C(C(C)NC=N)#N	1	Nitrile Amination	97.063997239
172_0	N	-1	Nitrile Amination	17.026549101
172_0	C(C(C)N)#N	-1	Nitrile Amination	70.053098202
172_0	C(C(C)N)(N)=N	1	Nitrile Amination	87.079647303
173_0	C#N	-1	Nitrile Amination	27.010899037
173_0	C(CCN)#N	-1	Nitrile Amination	70.053098202
173_0	C(CCNC=N)#N	1	Nitrile Amination	97.063997239
175_0	N	-1	Nitrile Amination	17.026549101
175_0	C(CCN)#N	-1	Nitrile Amination	70.053098202
175_0	C(CCN)(N)=N	1	Nitrile Amination	87.079647303
177_0	N	-1	Nitrile Amination	17.026549101
177_0	C(C(C#N)C)#N	-1	Nitrile Amination	80.037448138
177_0	C(C(C(N)=N)C)#N	1	Nitrile Amination	97.063997239
179_0	N	-1	Nitrile Amination	17.026549101
179_0	C(CCC#N)#N	-1	Nitrile Amination	80.037448138
179_0	C(CCC(N)=N)#N	1	Nitrile Amination	97.063997239
181_0	C#N	-1	Nitrile Amination	27.010899037
181_0	C(CN)O	-1	Nitrile Amination	61.052763849
181_0	C(NCCO)=N	1	Nitrile Amination	88.063662886
183_0	N	-1	Nitrile Amination	17.026549101
183_0	C(C(C)O)#N	-1	Nitrile Amination	71.037113785
183_0	C(C(C)O)(N)=N	1	Nitrile Amination	88.063662886
185_0	N	-1	Nitrile Amination	17.026549101
185_0	C(CCO)#N	-1	Nitrile Amination	71.037113785
185_0	C(CCO)(N)=N	1	Nitrile Amination	88.063662886
187_0	C#N	-1	Nitrile Amination	27.010899037
187_0	C(CN)N	-1	Nitrile Amination	60.068748266
187_0	C(NCCN)=N	1	Nitrile Amination	87.079647303
189_0	N	-1	Nitrile Amination	17.026549101
189_0	C(C=O)#N	-1	Nitrile Amination	55.005813657000004
189_0	C(C(N)=N)=O	1	Nitrile Amination	72.032362758
191_0	C=CN	-1	Nitrile Amination	43.042199165
191_0	C(C=O)#N	-1	Nitrile Amination	55.005813657000004
191_0	C=CNC(C=O)=N	1	Nitrile Amination	98.048012822
193_0	C(N)=N	-1	Nitrile Amination	44.037448138
193_0	C(C=O)#N	-1	Nitrile Amination	55.005813657000004
193_0	C(NC(C=O)=N)=N	1	Nitrile Amination	99.043261795
195_0	C#N	-1	Nitrile Amination	27.010899037
195_0	C=CC(N)=O	-1	Nitrile Amination	71.037113785
195_0	C(NC(C=C)=O)=N	1	Nitrile Amination	98.048012822
197_0	C#N	-1	Nitrile Amination	27.010899037
197_0	C(C=N)(N)=O	-1	Nitrile Amination	72.03236275799999
197_0	C(NC(C=N)=O)=N	1	Nitrile Amination	99.043261795
198_0	O	-1	Amide Hydrolysis	18.010564684
198_0	C(NC(C=C)=N)=O	-1	Amide Hydrolysis	98.048012822
198_0	C(O)=O	1	Amide Hydrolysis	46.005479304
198_0	C=CC(N)=N	1	Amide Hydrolysis	70.053098202
199_0	O	-1	Amide Hydrolysis	18.010564684
199_0	C(NC(C=N)=N)=O	-1	Amide Hydrolysis	99.043261795
199_0	C(O)=O	1	Amide Hydrolysis	46.005479304
199_0	C(C(N)=N)=N	1	Amide Hydrolysis	71.048347175
200_0	O	-1	Amide Hydrolysis	18.010564684
200_0	C(NC=N)=O	-1	Amide Hydrolysis	72.032362758
200_0	C(O)=O	1	Amide Hydrolysis	46.005479304
200_0	C(N)=N	1	Amide Hydrolysis	44.037448138
202_0	O	-1	Amide Hydrolysis	18.010564684
202_0	C=CC(N)=O	-1	Amide Hydrolysis	71.037113785
202_0	N	1	Amide Hydrolysis	17.026549101
202_0	C=CC(O)=O	1	Amide Hydrolysis	72.021129368
204_0	O	-1	Amide Hydrolysis	18.010564684
204_0	C(C=N)(N)=O	-1	Amide Hydrolysis	72.03236275799999
204_0	N	1	Amide Hydrolysis	17.026549101
204_0	C(C=N)(O)=O	1	Amide Hydrolysis	73.016378341
206_0	O	-1	Amide Hydrolysis	18.010564684
206_0	C(C(C)C)(N)=O	-1	Amide Hydrolysis	87.068413913
206_0	N	1	Amide Hydrolysis	17.026549101
206_0	C(C(C)C)(O)=O	1	Amide Hydrolysis	88.052429496
208_0	O	-1	Amide Hydrolysis	18.010564684
208_0	C(CCC)(N)=O	-1	Amide Hydrolysis	87.068413913
208_0	N	1	Amide Hydrolysis	17.026549101
208_0	C(CCC)(O)=O	1	Amide Hydrolysis	88.052429496
210_0	O	-1	Amide Hydrolysis	18.010564684
210_0	C(CO)(N)=O	-1	Amide Hydrolysis	75.03202840499999
210_0	N	1	Amide Hydrolysis	17.026549101
210_0	C(CO)(O)=O	1	Amide Hydrolysis	76.01604398799999
211_0	C#N	-1	Alkene Addition, CN	27.010899037
211_0	C=CNC=C	-1	Alkene Addition, CN	69.057849229
211_0	C(C(C)NC=C)#N	1	Alkene Addition, CN	96.068748266
212_0	C#N	-1	Alkene Addition, CN	27.010899037
212_0	C=CNC=C	-1	Alkene Addition, CN	69.057849229
212_0	C(CCNC=C)#N	1	Alkene Addition, CN	96.068748266
213_0	C#N	-1	Alkene Addition, CN	27.010899037
213_0	C(NC=C)=N	-1	Alkene Addition, CN	70.053098202
213_0	C(C(C)NC=N)#N	1	Alkene Addition, CN	97.063997239
214_0	C#N	-1	Alkene Addition, CN	27.010899037
214_0	C(NC=C)=N	-1	Alkene Addition, CN	70.053098202
214_0	C(CCNC=N)#N	1	Alkene Addition, CN	97.063997239
215_0	C#N	-1	Alkene Addition, CN	27.010899037
215_0	C=CC(N)=N	-1	Alkene Addition, CN	70.053098202
215_0	C(C(C(N)=N)C)#N	1	Alkene Addition, CN	97.063997239
216_0	C#N	-1	Alkene Addition, CN	27.010899037
216_0	C=CC(N)=N	-1	Alkene Addition, CN	70.053098202
216_0	C(CCC(N)=N)#N	1	Alkene Addition, CN	97.063997239
218_0	C#N	-1	Alkene Addition, CN	27.010899037
218_0	C=CC(N)=O	-1	Alkene Addition, CN	71.037113785
218_0	C(C(C(N)=O)C)#N	1	Alkene Addition, CN	98.048012822
220_0	C#N	-1	Alkene Addition, CN	27.010899037
220_0	C=CC(N)=O	-1	Alkene Addition, CN	71.037113785
220_0	C(CCC(N)=O)#N	1	Alkene Addition, CN	98.048012822
222_0	C(C(CO)O)#N	-1	Elimination + enol to keto	87.032028405
222_0	O	1	Elimination + enol to keto	18.010564684
222_0	C(CC=O)#N	1	Elimination + enol to keto	69.021463721
224_0	C(C(CO)O)#N	-1	Elimination + enol to keto	87.032028405
224_0	O	1	Elimination + enol to keto	18.010564684
224_0	C(C(C)=O)#N	1	Elimination + enol to keto	69.021463721
225_0	C(CN)O	-1	Elimination2	61.052763849
225_0	O	1	Elimination2	18.010564684
225_0	C=CN	1	Elimination2	43.042199165
225_1	C(CN)O	-1	Dehydration of Amines	61.052763849
225_1	O	1	Dehydration of Amines	18.010564684
225_1	C=CN	1	Dehydration of Amines	43.042199165
226_0	C(C(C)O)#N	-1	Elimination2	71.037113785
226_0	O	1	Elimination2	18.010564684
226_0	C(C=C)#N	1	Elimination2	53.026549101
227_0	C(CCO)#N	-1	Elimination2	71.037113785
227_0	O	1	Elimination2	18.010564684
227_0	C(C=C)#N	1	Elimination2	53.026549101
229_0	C(CCCO)#N	-1	Elimination2	85.052763849
229_0	O	1	Elimination2	18.010564684
229_0	C(CC=C)#N	1	Elimination2	67.042199165
230_0	O	-1	Deydration of Amines (inverse)	18.010564684
230_0	C=CNC=C	-1	Deydration of Amines (inverse)	69.057849229
230_0	C=CNCCO	1	Deydration of Amines (inverse)	87.068413913
230_1	O	-1	Hydration of C=C(O)	18.010564684
230_1	C=CNC=C	-1	Hydration of C=C(O)	69.057849229
